HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,PassengerGroups,PassengerNums,CabinDeck,CabinNumber,CabinSide,Surname,AgeGroups,Transported
2,1,1,16,0,0,0,0,0,0,4745,1,4,769,1,277,1,0
1,1,1,43,0,0,0,0,0,0,4747,1,7,148,2,669,2,0
1,0,1,33,0,0,1376,26,159,1649,4747,2,7,148,2,669,0,0
2,0,1,16,0,262,0,1,825,0,4749,1,2,962,1,907,1,0
2,0,1,22,0,390,98,0,278,39,4751,1,2,963,1,1763,1,0
2,0,3,18,0,5,526,0,0,122,4760,1,2,898,2,102,1,0
2,1,3,36,0,0,0,0,0,0,4761,1,4,770,1,566,1,0
2,1,1,17,0,0,0,0,0,0,4761,2,4,770,1,566,1,0
2,0,1,34,0,0,919,0,0,51,4761,3,2,967,1,566,3,0
2,1,1,1,0,0,0,0,0,0,4765,1,4,771,1,60,1,0
3,1,1,24,0,0,0,0,0,0,4766,1,2,899,2,628,1,0
2,0,1,20,0,43,443,642,0,0,4767,1,2,970,1,437,5,0
1,0,1,56,0,0,2345,39,338,452,4768,1,7,158,1,761,0,0
1,1,1,26,0,0,0,0,0,0,4768,2,7,158,1,761,1,0
2,0,1,35,0,0,579,132,0,0,4771,1,2,901,2,1712,3,0
3,0,3,3,0,0,0,0,0,0,4776,1,2,973,1,1950,1,0
3,0,1,23,0,0,0,0,0,0,4776,2,6,297,1,1950,2,0
3,1,1,19,0,0,0,0,0,0,4776,3,2,973,1,1478,1,0
3,0,1,0,0,0,0,0,0,0,4776,4,2,973,1,1950,1,0
2,0,1,30,0,8,18,0,0,1779,4779,1,4,772,1,901,1,0
2,0,1,50,0,0,0,9,819,0,4781,1,2,902,2,954,1,0
3,1,1,15,0,0,0,0,0,0,4789,1,6,298,1,159,1,0
3,0,1,19,0,794,0,2,0,191,4799,1,2,976,1,110,1,0
3,0,1,26,0,32,1017,1,0,755,4799,2,2,976,1,110,3,0
3,0,1,35,0,611,0,409,0,20,4799,3,2,976,1,110,3,0
2,0,1,45,0,0,0,61,199,514,4800,1,4,784,2,1880,2,0
2,1,1,0,0,0,0,0,0,0,4802,1,4,774,1,1938,2,0
2,0,2,74,0,568,17,0,0,1,4802,2,4,774,1,1938,2,0
2,1,3,24,0,0,0,0,0,0,4805,1,4,442,2,772,1,0
3,0,1,39,0,1,0,1048,0,0,4806,1,6,312,2,622,3,0
2,0,1,18,0,4,13,0,1784,137,4809,1,2,978,1,1235,1,0
2,1,2,39,0,0,0,0,0,0,4811,1,4,787,2,198,3,0
1,1,1,33,0,0,0,0,0,0,4812,1,6,300,1,255,3,0
2,0,2,21,0,101,0,71,17,279,4816,1,2,908,2,558,1,0
1,0,1,35,0,0,6607,0,706,363,4820,1,1,190,2,1037,2,0
1,0,3,66,0,165,1329,0,230,7749,4820,2,1,190,2,1037,1,0
2,0,1,14,0,14,0,135,0,818,4821,1,2,909,2,2181,4,0
3,0,1,20,0,71,2,2121,0,0,4824,1,7,151,2,1361,2,0
3,1,1,18,0,0,0,0,0,0,4825,1,2,910,2,111,5,0
1,0,1,36,0,0,2313,12,194,10,4826,1,6,313,2,1299,1,0
1,0,3,27,1,0,273,0,2597,4093,4833,1,3,59,2,2148,5,0
1,0,1,51,0,0,2387,0,1866,54,4833,2,1,191,2,2148,2,0
2,1,1,18,0,0,0,0,0,0,4834,1,4,790,2,1770,1,0
2,0,1,46,0,2,90,0,1351,0,4835,1,2,985,1,632,3,0
3,0,1,67,0,1365,0,1296,9,0,4839,1,2,914,2,425,0,0
2,0,1,24,0,207,0,62,0,452,4843,1,4,779,1,1760,2,0
2,0,2,35,0,0,607,0,0,1145,4843,2,4,779,1,1760,1,0
2,0,1,14,0,40,0,497,0,285,4844,1,2,916,2,768,2,0
3,1,1,22,0,0,0,0,0,0,4849,1,2,987,1,112,1,0
2,1,2,20,0,0,0,0,0,0,4852,1,4,780,1,247,1,0
3,1,1,23,0,0,0,0,0,0,4854,1,2,919,2,1391,1,0
2,1,2,23,0,0,0,0,0,0,4855,1,4,781,1,158,1,0
2,1,1,21,0,0,0,0,0,0,4855,2,4,781,1,158,1,0
3,0,1,36,0,3341,0,558,0,0,4858,1,7,159,1,684,4,0
2,1,1,19,0,0,0,0,0,0,4859,1,4,793,2,1315,2,0
2,0,2,22,0,0,0,292,261,0,4860,1,2,921,2,964,1,0
2,0,1,58,0,70,0,292,356,0,4861,1,6,303,1,559,0,0
2,0,1,14,0,1538,22,0,11,2,4865,1,2,988,1,787,2,0
2,0,1,18,0,0,8,0,433,482,4867,1,2,989,1,1881,1,0
2,0,1,40,0,48,4,351,54,443,4869,1,4,442,2,245,2,0
2,0,1,24,0,0,5,6,486,205,4872,1,2,924,2,867,0,0
3,0,1,26,0,80,0,199,288,0,4877,1,2,928,2,1943,0,0
2,1,1,16,0,0,0,0,0,0,4894,1,4,798,2,215,1,0
2,1,3,26,0,0,0,0,0,0,4905,1,4,792,1,1076,0,0
2,0,1,21,0,699,0,63,2,19,4906,1,4,800,2,944,2,0
2,1,1,17,0,0,0,0,0,0,4907,1,4,801,2,101,1,0
2,0,1,23,0,115,464,0,0,20,4908,1,2,996,1,961,2,0
3,0,1,22,0,1299,0,0,0,0,4914,1,6,318,2,1507,2,0
2,0,3,20,0,637,0,0,193,0,4919,1,2,934,2,409,1,0
1,0,3,38,0,29,666,0,1641,7985,4921,1,1,196,2,113,2,0
2,0,3,37,0,0,789,0,0,0,4922,1,6,319,2,1018,2,0
3,0,1,31,0,1596,0,453,0,86,4926,1,6,307,1,1726,3,0
3,0,3,27,0,345,0,1025,91,0,4928,1,2,1003,1,1262,0,0
2,0,1,31,0,0,0,1010,9,0,4931,1,4,795,1,1112,2,0
2,0,1,21,0,97,41,0,436,52,4935,1,4,796,1,1028,0,0
2,1,2,36,0,0,0,0,0,0,4935,2,4,796,1,1028,1,0
2,0,2,20,0,0,0,541,0,0,4935,3,4,796,1,1028,2,0
2,0,2,36,0,55,4,0,0,1784,4936,1,4,797,1,198,4,0
2,0,2,40,0,0,20,143,98,461,4947,1,4,807,2,1397,1,0
3,0,1,25,0,1117,0,33,1238,0,4948,1,7,153,2,252,2,0
1,1,1,32,1,0,0,0,0,0,4949,1,8,154,1,1020,1,0
1,0,3,25,0,0,1255,0,5229,3152,4949,2,8,154,1,1020,3,0
1,1,1,49,0,0,0,0,0,0,4953,1,4,442,2,820,2,0
3,0,1,28,0,1104,0,163,19,61,4955,1,2,1011,1,729,3,0
1,1,3,58,0,0,0,0,0,0,4957,1,8,155,1,114,5,0
3,1,1,26,0,0,0,0,0,0,4959,1,2,940,2,1436,3,0
2,0,1,22,0,0,0,12,689,2,4960,1,2,941,2,1238,1,0
3,0,1,61,0,0,0,0,0,0,4962,1,2,1012,1,428,2,0
1,0,1,28,0,0,9933,0,134,70,4966,1,1,197,2,820,0,0
1,1,1,24,0,0,0,0,0,0,4966,2,1,197,2,820,3,0
2,0,3,40,0,0,0,0,0,127,4967,1,2,1013,1,108,1,0
2,1,1,26,0,0,0,0,0,0,4968,1,4,801,1,836,2,0
2,0,3,15,0,78,515,132,0,137,4969,1,2,1014,1,204,1,0
2,0,2,29,0,9,0,663,0,0,4969,2,4,802,1,204,1,0
2,1,2,18,0,0,0,0,0,0,4971,1,4,812,2,1897,2,0
2,0,2,28,0,213,0,1317,199,0,4976,1,4,442,2,39,5,0
2,1,1,24,0,0,0,0,0,0,4982,1,4,815,2,282,1,0
2,0,1,18,0,0,130,0,429,0,4984,1,2,947,2,1402,1,0
2,0,2,21,0,690,0,0,49,7,4984,2,2,947,2,1402,1,0
3,1,1,25,0,0,0,0,0,0,4985,1,2,948,2,1544,4,0
2,0,3,16,0,0,81,1,0,778,4986,1,2,1017,1,1821,1,0
1,1,1,49,0,0,0,0,0,0,4988,1,1,163,1,94,3,0
2,0,1,28,0,0,610,1014,0,0,4993,1,6,320,2,805,0,0
2,0,1,22,0,0,0,0,732,0,4994,1,4,817,2,297,0,0
2,0,1,11,0,0,0,0,0,0,5001,1,4,819,2,2217,1,0
2,1,3,26,0,0,0,0,0,0,5002,1,4,820,2,1365,4,0
2,1,3,17,0,0,0,0,0,0,5011,1,4,810,1,1604,2,0
2,0,1,26,0,0,115,307,420,0,5022,1,4,442,2,760,2,0
2,0,1,0,0,0,0,0,0,0,5024,1,4,822,2,1782,2,0
2,0,1,26,0,0,0,0,0,0,5024,2,4,822,2,307,1,0
2,0,1,4,0,0,0,0,0,0,5024,3,4,822,2,1782,1,0
2,0,1,19,0,0,0,97,99,449,5024,4,2,957,2,307,3,0
2,1,3,5,0,0,0,0,0,0,5024,5,4,822,2,1782,3,0
2,0,1,35,0,57,97,455,109,0,5026,1,6,311,1,506,1,0
1,1,3,25,0,0,0,0,0,0,5029,1,1,168,1,1638,2,0
1,1,1,26,0,0,0,0,0,0,5029,2,1,168,1,1638,1,0
2,0,1,34,0,4,12,858,0,32,5030,1,4,823,2,470,1,0
1,0,3,21,0,0,438,0,0,2175,5031,1,3,45,1,1053,2,0
1,0,1,26,0,0,6442,0,681,756,5031,2,3,45,1,1260,4,0
1,0,1,32,0,0,5209,0,22,3062,5033,1,1,169,1,1616,1,0
1,0,1,40,0,0,1262,0,6162,6,5033,2,1,169,1,1616,2,0
3,0,1,13,0,0,0,0,0,0,5037,1,6,323,2,1314,1,0
3,0,3,29,0,465,0,169,102,2104,5038,1,4,442,2,115,1,0
3,1,1,11,0,0,0,0,0,0,5038,2,2,1025,1,115,2,0
2,0,3,25,0,3,414,4,245,143,5041,1,2,959,2,170,3,0
3,1,1,31,0,0,0,0,0,0,5043,1,2,1027,1,788,3,0
3,1,3,51,0,0,0,0,0,0,5043,2,2,1027,1,788,5,0
3,0,1,20,0,0,0,0,0,0,5043,3,6,312,1,788,3,0
3,1,1,32,0,0,0,0,0,0,5045,1,2,960,2,253,1,0
2,1,1,22,0,0,0,0,0,0,5046,1,4,827,2,1346,1,0
2,1,2,38,0,0,0,0,0,0,5047,1,4,828,2,208,2,0
2,0,1,26,0,13,1,0,8,765,5049,1,6,313,1,832,2,0
1,0,1,42,1,2,722,0,1035,368,5053,1,3,46,1,116,2,0
3,0,1,57,0,1337,0,0,1080,0,5054,1,2,962,2,876,3,0
2,1,1,38,0,0,0,0,0,0,5055,1,4,815,1,1130,2,0
3,0,1,23,0,663,392,6023,4,0,5056,1,2,1029,1,2063,1,0
3,0,3,32,0,38,0,1423,0,0,5056,2,2,1029,1,2063,4,0
2,0,1,15,0,0,43,2837,6,140,5066,1,2,1031,1,58,1,0
2,0,1,41,0,0,1478,0,0,3,5071,1,2,1032,1,806,3,0
2,0,1,19,0,0,5,716,0,0,5075,1,4,442,2,1040,4,0
3,0,1,26,0,830,33,1030,3,29,5077,1,2,1034,1,1121,2,0
2,0,2,26,0,1627,0,0,110,0,5078,1,4,819,1,232,3,0
3,1,1,20,0,0,0,0,0,0,5079,1,2,968,2,51,2,0
2,0,1,19,0,1171,1460,0,36,0,5081,1,2,1035,1,734,2,0
1,0,1,30,0,2019,1686,129,99,933,5082,1,8,197,2,2149,1,0
3,1,1,58,0,0,0,0,0,0,5086,1,2,971,2,2216,2,0
3,0,1,17,0,55,0,994,0,0,5086,2,6,327,2,2216,2,0
2,0,1,26,0,7,0,703,66,0,5092,1,2,974,2,1733,3,0
2,1,2,19,0,0,0,0,0,0,5094,1,4,822,1,382,4,0
2,0,3,20,0,0,68,31,167,381,5094,2,2,1037,1,382,2,0
3,0,1,54,0,1108,0,53,496,0,5096,1,2,975,2,1726,0,0
3,0,1,21,0,542,0,1222,98,484,5096,2,6,328,2,1726,2,0
2,0,1,44,0,0,83,0,68,586,5098,1,2,976,2,1389,3,0
2,1,2,11,0,0,0,0,0,0,5098,2,4,442,2,1389,2,0
2,1,3,2,0,0,0,0,0,0,5098,3,4,832,2,1389,0,0
2,0,1,20,0,1330,0,0,0,49,5099,1,2,1040,1,533,0,0
3,1,1,50,0,0,0,0,0,0,5100,1,2,977,2,1532,1,0
2,0,1,27,0,0,91,945,0,0,5101,1,2,978,2,1221,1,0
2,0,2,28,0,0,0,3,654,0,5102,1,2,1041,1,411,1,0
2,0,1,33,0,1449,0,0,0,0,5107,1,2,1042,1,423,3,0
3,1,3,23,0,0,0,0,0,0,5110,1,7,155,2,1376,2,0
2,0,1,22,0,0,0,0,889,0,5113,1,4,836,2,1427,0,0
3,1,1,44,0,0,0,0,0,0,5114,1,2,979,2,61,1,0
3,0,1,45,0,458,0,838,0,3,5117,1,6,318,1,99,1,0
1,0,3,20,0,0,2988,0,419,106,5118,1,1,198,2,1631,2,0
3,0,1,26,0,6,0,1041,0,0,5119,1,6,319,1,678,5,0
2,0,1,18,0,0,0,19,746,5,5121,1,4,826,1,923,4,0
2,0,2,21,0,742,0,15,0,0,5123,1,2,1043,1,1,4,0
1,0,3,26,0,0,5824,0,327,1508,5131,1,1,172,1,117,5,0
1,1,3,55,0,0,0,0,0,0,5131,2,1,172,1,906,1,0
3,0,1,24,0,1347,0,1,2,7,5134,1,6,329,2,1329,0,0
2,0,1,27,0,0,0,70,2026,13,5135,1,2,1047,1,277,0,0
2,0,3,18,0,231,508,594,0,585,5139,1,2,1048,1,1718,3,0
3,1,1,20,0,0,0,0,0,0,5141,1,2,1049,1,375,2,0
2,0,1,31,0,0,820,16,29,2,5143,1,2,985,2,558,1,0
2,0,1,37,0,5,0,849,0,0,5147,1,4,842,2,1016,0,0
1,0,2,37,1,0,16963,0,11483,5220,5149,1,1,173,1,2007,2,0
1,1,3,57,0,0,0,0,0,0,5149,2,1,173,1,2007,3,0
3,1,1,39,0,0,0,0,0,0,5150,1,2,987,2,2199,0,0
2,1,1,20,0,0,0,0,0,0,5153,1,4,843,2,5,2,0
3,0,1,18,0,85,0,683,570,0,5155,1,2,1053,1,253,2,0
1,0,3,29,1,47,2914,0,0,259,5159,1,1,174,1,118,3,0
1,0,3,31,0,0,837,0,1,4102,5159,2,1,174,1,118,2,0
1,1,3,27,0,0,0,0,0,0,5164,1,8,201,2,466,1,0
1,1,1,43,0,0,0,0,0,0,5164,2,4,442,2,466,1,0
2,0,1,26,0,0,0,27,1358,0,5168,1,2,1055,1,504,3,0
3,0,3,32,0,679,138,4,359,0,5169,1,7,164,1,1478,1,0
2,0,1,19,0,0,180,712,0,886,5172,1,4,833,1,645,0,0
2,0,1,50,0,171,537,37,0,3,5178,1,2,992,2,1112,1,0
2,0,1,19,0,0,0,717,0,0,5183,1,2,993,2,1043,3,0
1,0,3,44,0,0,2175,0,25,0,5189,1,3,63,2,1626,3,0
1,0,1,49,0,0,291,0,1320,2092,5191,1,7,157,2,119,7,0
1,0,3,30,0,4,92,2488,2182,1210,5195,1,8,161,1,263,0,0
2,0,1,41,0,824,0,0,0,47,5200,1,2,996,2,1190,0,0
1,0,3,34,0,0,7492,25,1116,3,5203,1,8,162,1,109,0,0
1,1,3,30,0,0,0,0,0,0,5203,2,8,162,1,109,3,0
2,0,2,22,0,0,305,148,250,134,5212,1,4,846,2,1109,0,0
1,0,1,29,0,0,17,0,0,7312,5215,1,6,333,2,731,0,0
3,1,1,32,0,0,0,0,0,0,5219,1,2,1001,2,897,3,0
3,0,2,40,0,162,0,1599,0,0,5219,2,2,1001,2,897,3,0
2,1,1,50,0,0,0,0,0,0,5222,1,4,847,2,62,3,0
2,0,2,31,0,0,0,0,267,507,5228,1,4,850,2,245,2,0
2,1,3,1,0,0,0,0,0,0,5228,2,4,850,2,245,1,0
2,0,1,30,0,42,2,1565,1961,0,5231,1,4,851,2,721,3,0
1,0,3,26,1,4195,45,0,6298,438,5232,1,8,203,2,4,2,0
1,0,3,41,0,0,83,0,3817,1115,5232,2,8,203,2,4,2,0
3,0,1,34,0,224,0,995,0,0,5233,1,2,1066,1,526,2,0
3,1,1,14,0,0,0,0,0,0,5237,1,2,1068,1,1750,2,0
2,0,3,13,0,1,457,93,23,0,5241,1,2,1069,1,664,2,0
2,1,2,16,0,0,0,0,0,0,5241,2,4,846,1,664,1,0
1,0,3,25,0,0,2386,0,417,425,5245,1,3,48,1,1167,0,0
2,0,3,17,0,68,5,0,692,81,5259,1,4,857,2,952,2,0
2,0,1,41,0,1673,729,0,0,0,5261,1,2,1011,2,1712,1,0
3,0,3,28,0,1431,0,39,3,0,5263,1,2,1072,1,25,3,0
2,0,1,3,0,0,0,0,0,0,5267,1,4,851,1,1343,4,0
2,1,1,18,0,0,0,0,0,0,5267,2,4,851,1,1343,4,0
2,0,1,20,0,62,272,1613,88,41,5267,3,2,1074,1,1343,2,0
2,1,2,32,0,0,0,0,0,0,5270,1,4,442,2,937,2,0
2,0,2,59,0,0,179,225,6,304,5283,1,4,853,1,740,4,0
1,1,1,52,0,0,0,0,0,0,5284,1,6,328,1,210,1,0
1,1,1,47,0,0,0,0,0,0,5285,1,8,164,1,427,1,0
1,0,3,56,0,0,1213,2,3081,24,5286,1,7,166,1,1237,0,0
3,0,1,24,0,54,370,725,0,0,5289,1,2,1082,1,1281,3,0
2,0,1,13,0,893,0,0,0,0,5293,1,4,855,1,1554,2,0
2,0,1,15,0,905,13,43,19,0,5293,2,6,329,1,1554,0,0
2,0,1,40,0,0,316,121,434,0,5294,1,2,1017,2,1538,2,0
2,0,3,30,0,710,29,1618,3605,367,5295,1,1,180,1,544,0,0
1,0,1,25,0,0,32,0,2095,692,5296,1,8,207,2,120,3,0
3,0,1,10,0,0,0,0,0,0,5302,1,2,1018,2,1937,4,0
3,0,3,28,0,794,0,614,0,0,5306,1,2,1020,2,2052,2,0
3,0,1,36,0,41,0,3509,0,0,5306,2,7,160,2,2052,2,0
2,0,2,12,0,0,0,0,0,0,5308,1,4,865,2,438,3,0
2,1,1,26,0,0,0,0,0,0,5308,2,4,865,2,438,1,0
2,0,1,33,0,0,26,70,0,678,5308,3,4,865,2,438,1,0
1,1,1,42,0,0,0,0,0,0,5309,1,8,165,1,121,1,0
2,1,1,31,0,0,0,0,0,0,5311,1,4,858,1,722,1,0
2,0,1,20,0,775,3,0,30,0,5317,1,4,866,2,1043,1,0
2,1,3,24,0,0,0,0,0,0,5317,2,4,866,2,1043,2,0
2,1,1,37,0,0,0,0,0,0,5318,1,4,859,1,34,1,0
2,0,1,19,0,33,1972,14,0,1,5318,2,2,1088,1,34,0,0
3,0,1,13,0,1082,91,64,0,0,5319,1,2,1089,1,801,3,0
2,0,2,23,0,8,0,0,340,310,5321,1,2,1022,2,109,1,0
2,0,1,44,0,0,0,0,0,0,5324,1,4,860,1,1779,1,0
1,1,1,36,0,0,0,0,0,0,5328,1,8,166,1,156,3,0
2,0,1,79,0,0,53,0,4,1568,5329,1,6,331,1,467,2,0
2,1,2,1,0,0,0,0,0,0,5329,2,4,861,1,467,1,0
2,0,1,12,0,0,0,0,0,0,5329,3,4,861,1,467,1,0
2,0,1,8,0,0,0,0,0,0,5329,4,4,861,1,906,3,0
2,0,2,45,0,0,311,115,4,328,5329,5,4,442,2,467,2,0
2,0,1,10,0,0,0,0,0,0,5329,6,4,861,1,467,1,0
2,0,1,3,0,0,0,0,0,0,5329,7,4,861,1,467,4,0
2,0,1,37,0,24,1361,0,0,0,5332,1,2,1096,1,90,1,0
1,1,3,43,0,0,0,0,0,0,5335,1,3,49,1,95,2,0
1,1,1,38,0,0,0,0,0,0,5335,2,3,49,1,95,1,0
1,0,3,33,0,4781,4132,0,4,39,5335,3,3,49,1,634,2,0
1,0,3,25,0,13,3209,0,24,330,5335,4,3,49,1,95,1,0
2,0,1,42,0,0,3,693,50,0,5336,1,2,1097,1,1178,3,0
2,0,1,35,0,0,1046,2,0,0,5338,1,2,1025,2,122,1,0
1,0,3,35,0,0,2301,0,302,728,5339,1,8,167,1,747,0,0
1,0,1,30,0,0,2895,0,77,26,5339,2,8,167,1,747,5,0
1,1,3,33,0,0,0,0,0,0,5339,3,8,167,1,747,2,0
2,0,1,30,0,641,0,0,0,1,5342,1,6,338,2,664,1,0
2,1,2,23,0,0,0,0,0,0,5349,1,4,863,1,97,3,0
2,1,1,13,0,0,0,0,0,0,5352,1,4,864,1,1193,4,0
1,1,1,32,0,0,0,0,0,0,5357,1,1,184,1,317,2,0
1,1,1,17,0,0,0,0,0,0,5357,2,1,184,1,2192,3,0
1,0,3,37,1,1181,797,0,2490,1,5357,3,1,184,1,1110,2,0
1,0,1,49,0,0,300,0,1822,349,5357,4,1,184,1,317,2,0
1,0,1,53,0,0,1634,0,1,503,5358,1,6,335,1,2100,3,0
2,1,3,27,0,0,0,0,0,0,5364,1,4,866,1,1746,0,0
3,0,1,26,0,178,0,1168,0,0,5369,1,2,1103,1,1433,2,0
3,0,1,50,0,2335,2,46,1,0,5369,2,7,169,1,1433,3,0
3,1,3,17,0,0,0,0,0,0,5369,3,2,1103,1,1433,0,0
2,0,1,22,0,0,0,906,0,2,5370,1,4,867,1,247,1,0
3,1,1,8,0,0,0,0,0,0,5371,1,2,1027,2,1929,0,0
3,0,1,42,0,620,0,318,0,16,5371,2,6,341,2,1929,3,0
3,1,1,30,0,0,0,0,0,0,5371,3,2,1027,2,1929,0,0
3,0,3,4,0,0,0,0,0,0,5371,4,2,1027,2,1929,1,0
2,0,1,27,0,465,0,76,2,883,5373,1,2,1028,2,486,5,0
1,1,3,15,0,0,0,0,0,0,5376,1,8,171,1,123,3,0
1,1,1,38,0,0,0,0,0,0,5376,2,8,171,1,123,2,0
1,1,3,51,0,0,0,0,0,0,5377,1,8,172,1,360,2,0
3,0,1,26,0,766,0,145,1284,170,5381,1,2,1031,2,2051,0,0
1,1,3,34,0,0,0,0,0,0,5382,1,8,211,2,1923,1,0
1,1,3,45,0,0,0,0,0,0,5382,2,8,211,2,1923,2,0
2,1,1,18,0,0,0,0,0,0,5386,1,4,868,1,665,1,0
2,0,2,21,0,0,1,0,660,0,5391,1,2,1107,1,1570,4,0
2,0,1,23,0,744,0,0,16,193,5393,1,2,1108,1,693,1,0
3,1,1,24,0,0,0,0,0,0,5398,1,2,1110,1,1580,3,0
2,0,1,20,0,0,50,50,1179,3,5399,1,2,1033,2,649,1,0
2,1,1,32,0,0,0,0,0,0,5400,1,4,442,2,907,1,0
2,0,1,22,0,0,0,1,1,785,5403,1,6,345,2,347,5,0
2,0,1,13,0,94,0,0,889,0,5405,1,6,339,1,1500,1,0
3,0,1,42,0,0,0,0,0,0,5407,1,6,346,2,739,2,0
2,0,1,19,0,0,0,0,791,0,5409,1,6,347,2,1976,1,0
3,0,1,24,0,372,0,1,0,3085,5417,1,6,348,2,1266,1,0
2,0,2,45,0,153,111,16,10,488,5419,1,2,1115,1,993,1,0
2,0,1,35,0,91,1797,123,0,163,5426,1,2,1038,2,2091,2,0
2,0,1,16,0,444,0,1,231,84,5428,1,2,1039,2,697,1,0
2,1,1,16,0,0,0,0,0,0,5428,2,4,442,2,697,0,0
2,0,1,43,0,49,20,0,0,1075,5429,1,2,1119,1,46,0,0
2,0,1,31,0,0,8,1987,0,0,5432,1,2,1120,1,852,0,0
1,0,1,26,0,0,4853,0,150,50,5433,1,3,66,2,1638,0,0
3,0,1,22,0,1301,0,545,0,8,5439,1,2,1040,2,345,0,0
2,0,1,48,0,0,79,0,4,1366,5442,1,2,1042,2,342,2,0
2,0,3,20,0,557,164,1,0,0,5444,1,2,1043,2,2193,4,0
3,0,1,35,0,1400,0,984,0,0,5448,1,7,165,2,134,1,0
2,0,3,23,0,56,272,35,264,0,5449,1,4,442,2,647,4,0
2,0,1,28,0,478,0,202,0,36,5456,1,2,1128,1,5,1,0
2,0,2,19,0,24,1,115,37,479,5460,1,2,1130,1,1402,5,0
1,0,3,45,0,0,2570,0,1510,2777,5461,1,6,352,2,131,2,0
2,0,1,16,0,41,0,0,1029,624,5464,1,6,353,2,1564,2,0
2,0,1,3,0,0,0,0,0,0,5473,1,4,879,1,738,1,0
2,0,2,60,0,0,0,0,690,0,5473,2,2,1133,1,738,1,0
1,1,1,33,1,0,0,0,0,0,5481,1,1,209,2,3,1,0
2,0,3,25,0,5,471,0,1,216,5482,1,6,354,2,863,2,0
2,0,1,37,0,867,6,0,0,0,5482,2,2,1049,2,906,0,0
3,0,1,51,0,29,0,1789,2,0,5486,1,2,1051,2,1945,2,0
2,1,3,29,0,0,0,0,0,0,5493,1,4,883,2,1109,2,0
3,1,1,39,0,0,0,0,0,0,5495,1,2,1138,1,52,1,0
2,1,1,29,0,0,0,0,0,0,5498,1,4,883,1,784,3,0
2,1,1,27,0,0,0,0,0,0,5498,2,4,883,1,784,2,0
2,0,1,38,0,0,2016,0,4,0,5502,1,2,1139,1,1434,1,0
2,0,1,13,0,1601,1,0,1,0,5503,1,6,355,2,124,3,0
2,0,1,33,0,588,1,0,2,64,5505,1,2,1054,2,990,3,0
2,0,1,45,0,0,0,0,0,0,5505,2,4,886,2,1254,3,0
2,0,3,0,0,0,0,0,0,0,5505,3,4,886,2,1254,1,0
2,1,2,18,0,0,0,0,0,0,5513,1,4,888,2,764,1,0
2,1,1,0,0,0,0,0,0,0,5513,2,4,888,2,764,3,0
2,0,1,38,0,28,0,0,696,0,5513,3,2,1056,2,764,2,0
2,0,3,0,0,0,0,0,0,0,5513,4,4,888,2,764,1,0
2,0,3,21,0,0,0,9,0,630,5516,1,2,1057,2,338,1,0
1,0,3,56,0,166,1006,0,1729,16,5518,1,3,68,2,125,1,0
1,0,1,38,0,0,374,223,629,78,5519,1,3,69,2,290,2,0
3,0,1,35,0,221,10,361,16,8,5525,1,2,1142,1,1918,2,0
2,0,3,34,0,0,12,706,1,0,5532,1,6,359,2,530,2,0
2,0,1,15,0,4,0,0,697,43,5533,1,4,892,2,1418,1,0
2,0,2,22,0,0,225,117,0,317,5534,1,6,348,1,2044,0,0
3,0,1,28,0,2287,0,276,16,0,5542,1,2,1148,1,440,0,0
2,1,1,18,0,0,0,0,0,0,5547,1,4,887,1,695,0,0
1,0,3,47,0,0,2882,0,324,603,5548,1,7,167,2,1916,1,0
1,1,1,23,0,0,0,0,0,0,5549,1,7,177,1,2042,1,0
3,1,1,44,0,0,0,0,0,0,5553,1,2,1151,1,460,1,0
3,0,1,18,0,163,0,1079,0,0,5553,2,2,1151,1,460,2,0
2,1,1,21,0,0,0,0,0,0,5554,1,4,889,1,745,1,0
3,0,1,65,0,1004,0,108,47,22,5558,1,4,442,2,1094,2,0
1,1,1,18,0,0,0,0,0,0,5562,1,7,169,2,906,0,0
1,1,3,27,0,0,0,0,0,0,5562,2,7,169,2,1,1,0
2,0,1,16,0,641,0,0,118,814,5564,1,2,1152,1,1424,1,0
2,0,1,17,0,17,275,0,616,0,5565,1,4,898,2,854,1,0
2,0,1,19,0,1237,0,0,0,7,5567,1,2,1064,2,1681,4,0
2,1,2,33,0,0,0,0,0,0,5570,1,4,899,2,1836,3,0
2,0,1,20,0,296,0,397,0,1,5576,1,2,1065,2,1578,4,0
2,1,2,10,0,0,0,0,0,0,5577,1,4,901,2,524,1,0
2,0,1,6,0,0,0,0,0,0,5577,2,4,901,2,524,4,0
2,1,1,0,0,0,0,0,0,0,5577,3,4,901,2,886,1,0
2,1,1,0,0,0,0,0,0,0,5577,4,4,901,2,906,4,0
2,1,1,4,0,0,0,0,0,0,5577,5,4,901,2,524,1,0
1,1,1,26,0,0,0,0,0,0,5579,1,1,189,1,126,2,0
3,1,1,27,0,0,0,0,0,0,5584,1,2,1157,1,1083,2,0
3,0,3,54,0,2083,0,21,0,0,5584,2,6,350,1,1083,2,0
3,0,1,24,0,18,25,0,0,1256,5588,1,2,1066,2,2099,4,0
3,1,1,47,0,0,0,0,0,0,5588,2,2,1066,2,2099,1,0
3,1,1,16,0,0,0,0,0,0,5588,3,2,1066,2,2099,1,0
2,0,1,59,0,4,10,1143,0,0,5588,4,2,1066,2,642,5,0
