HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,PassengerGroups,PassengerNums,CabinDeck,CabinNumber,CabinSide,Surname,AgeGroups
2,0,1,24,0,666,938,1,0,0,False,5211,1,6,332,2,968,0
2,0,1,25,0,10,0,908,5,0,True,5213,1,2,1064,1,1352,2
2,0,3,0,0,0,0,0,0,0,False,5214,1,4,842,1,1322,3
2,1,1,30,0,0,0,0,0,0,False,5216,1,4,843,1,417,3
1,1,3,18,0,0,0,0,0,0,True,5217,1,1,177,1,1815,1
1,1,3,32,0,0,0,0,0,0,True,5217,2,1,177,1,1375,1
2,0,1,28,0,0,0,0,525,1889,False,5218,1,2,1000,2,396,3
3,0,1,21,0,2206,0,353,0,19,False,5220,1,7,165,1,1750,3
2,0,1,25,0,0,528,8,153,0,False,5221,1,2,1065,1,1553,0
3,0,3,47,0,275,0,0,24,0,True,5223,1,2,1002,2,259,1
3,1,2,27,0,0,0,0,0,0,True,5223,2,2,1002,2,259,1
3,1,1,8,0,0,0,0,0,0,True,5223,3,2,1002,2,1119,2
2,0,1,24,0,0,0,56,564,880,False,5224,1,2,1003,2,1082,2
3,1,1,30,0,0,0,0,0,0,True,5225,1,6,334,2,1785,4
2,1,2,24,0,0,0,0,0,0,True,5226,1,4,848,2,1416,0
2,1,1,13,0,0,0,0,0,0,True,5227,1,4,849,2,1540,3
2,0,1,16,0,0,0,19,971,0,False,5229,1,6,335,2,1487,4
3,0,1,23,0,263,0,1548,44,0,True,5230,1,2,1004,2,253,2
3,0,1,16,0,271,0,2251,117,0,True,5234,1,2,1067,1,35,2
2,0,1,29,0,30,0,605,267,6,False,5235,1,4,844,1,1491,1
2,0,1,46,0,1,0,898,0,96,True,5236,1,6,326,1,1238,2
2,1,2,13,0,0,0,0,0,0,False,5238,1,4,845,1,693,2
2,1,1,22,0,0,0,0,0,0,True,5239,1,4,852,2,1170,3
2,1,1,29,0,0,0,0,0,0,True,5240,1,4,853,2,1412,1
2,1,1,46,0,0,0,0,0,0,True,5242,1,4,854,2,962,2
2,0,1,24,0,1231,0,0,1,3,True,5243,1,2,1005,2,467,3
2,1,1,33,0,0,0,0,0,0,True,5243,2,4,855,2,1412,5
3,0,1,38,0,218,0,586,770,0,False,5244,1,2,1006,2,253,2
2,1,1,57,0,0,0,0,0,0,True,5246,1,4,847,1,1070,0
2,0,1,27,0,0,13,643,47,0,True,5246,2,2,1070,1,1070,2
2,0,1,38,0,6,2324,0,0,0,True,5247,1,4,848,1,61,4
2,0,1,28,0,607,0,0,227,0,True,5248,1,4,856,2,832,1
3,0,1,25,0,922,0,1,91,0,False,5249,1,6,327,1,1668,3
3,1,1,22,0,0,0,0,0,0,True,5250,1,2,1007,2,642,2
3,0,1,33,0,705,0,1905,13,0,True,5251,1,2,1071,1,1489,0
2,0,1,35,0,202,1309,60,0,0,True,5252,1,2,1008,2,1816,2
2,0,1,24,0,290,64,413,35,0,True,5253,1,2,1009,2,1259,2
1,1,1,31,0,0,0,0,0,0,True,5254,1,1,202,2,1817,3
1,1,1,16,0,0,0,0,0,0,True,5254,2,1,202,2,1818,3
1,1,1,28,0,0,0,0,0,0,True,5254,3,4,427,2,1817,1
1,0,3,8,0,0,0,0,0,0,True,5254,4,1,202,2,1817,2
3,1,1,20,0,0,0,0,0,0,True,5255,1,2,1010,2,1819,2
3,0,1,26,0,41,0,444,572,0,False,5256,1,7,159,2,1121,2
1,0,3,43,0,0,1001,0,2393,0,False,5257,1,1,178,1,644,4
1,0,1,70,0,241,1065,0,2290,2,True,5258,1,8,204,2,290,0
2,1,3,17,0,0,0,0,0,0,True,5260,1,4,849,1,570,2
2,1,1,14,0,0,0,0,0,0,True,5262,1,4,850,1,382,2
2,1,1,21,0,0,0,0,0,0,True,5264,1,4,858,2,54,1
2,0,3,37,0,0,0,163,0,486,True,5264,2,2,1012,2,54,1
2,0,1,15,0,0,400,0,0,702,False,5265,1,2,1073,1,1820,4
1,0,3,20,0,0,290,0,1866,217,False,5266,1,3,64,2,1506,2
1,0,3,36,1,13,196,3,0,12323,False,5266,2,8,205,2,1506,0
2,0,1,14,0,0,56,0,0,2,True,5268,1,2,1013,2,949,2
2,0,1,21,0,38,1,591,1,31,True,5269,1,6,336,2,1821,3
2,0,1,28,0,89,3,571,258,0,False,5271,1,2,1075,1,844,0
3,1,1,20,0,0,0,0,0,0,True,5272,1,2,1076,1,415,2
2,0,1,26,0,0,0,827,1,0,False,5273,1,2,1077,1,984,3
2,0,1,25,0,662,34,0,79,148,False,5274,1,2,1078,1,1512,3
2,0,1,29,0,0,10,0,594,120,False,5275,1,2,1014,2,414,3
1,0,3,39,1,0,2868,0,5,1968,True,5276,1,1,179,1,1822,1
2,0,1,18,0,0,0,0,87,1232,True,5277,1,2,1079,1,1414,2
1,1,3,37,0,0,0,0,0,0,True,5278,1,1,203,2,1037,1
2,0,1,28,0,467,0,0,0,307,False,5279,1,4,852,1,550,2
2,0,1,18,0,0,0,2728,0,0,True,5280,1,2,1015,2,243,3
2,0,1,30,0,0,6,621,0,433,False,5281,1,2,1080,1,1811,1
2,0,1,35,0,35,0,14,0,816,True,5282,1,6,337,2,416,1
2,0,1,26,0,0,196,0,0,487,True,5282,2,2,1016,2,416,1
2,1,3,0,0,0,0,0,0,0,True,5282,3,4,860,2,416,0
2,0,2,42,0,0,0,0,214,50,True,5287,1,4,861,2,114,1
2,0,1,36,0,1,716,3,0,57,True,5288,1,2,1081,1,733,3
2,0,1,31,0,1177,2,0,0,1,False,5290,1,2,1083,1,1427,1
2,0,3,27,0,3905,7,0,4,53,False,5291,1,4,854,1,389,1
1,0,1,25,0,0,4313,0,175,60,True,5292,1,8,206,2,1823,0
2,1,1,32,0,0,0,0,0,0,True,5297,1,4,856,1,1790,2
2,1,1,14,0,0,0,0,0,0,True,5298,1,4,862,2,549,1
2,1,1,16,0,0,0,0,0,0,True,5299,1,4,863,2,56,0
2,1,3,51,0,0,0,0,0,0,True,5300,1,4,864,2,1446,3
1,1,1,21,0,0,0,0,0,0,True,5301,1,1,181,1,1824,3
1,1,3,31,0,0,0,0,0,0,True,5301,2,1,181,1,1824,3
2,0,1,9,0,0,0,0,0,0,False,5303,1,4,427,2,1825,2
2,0,1,7,0,0,0,0,0,0,True,5303,2,4,857,1,1825,4
2,0,1,3,0,0,0,0,0,0,True,5303,3,4,857,1,1561,2
2,1,1,2,0,0,0,0,0,0,True,5303,4,4,857,1,1561,0
2,0,3,7,0,0,0,0,0,0,False,5303,5,4,857,1,1561,5
3,0,1,18,0,1744,0,8,8,0,False,5304,1,2,1019,2,379,1
3,1,1,33,0,0,0,0,0,0,True,5304,2,2,1019,2,379,1
2,0,1,23,0,0,2891,0,6,0,True,5305,1,2,1084,1,836,1
1,1,1,13,0,0,0,0,0,0,True,5307,1,1,204,2,301,1
3,0,1,32,0,4702,0,449,190,0,False,5310,1,2,1021,2,677,1
1,1,1,27,0,0,0,0,0,0,True,5312,1,1,182,1,1753,2
2,0,1,23,0,0,491,0,61,0,True,5313,1,2,1085,1,834,4
1,0,1,25,0,0,3625,0,0,168,True,5314,1,8,208,2,1826,2
2,0,1,18,0,454,0,0,324,0,False,5315,1,2,1086,1,462,3
3,1,3,23,0,0,0,0,0,0,True,5316,1,2,1087,1,1272,4
1,1,3,31,0,0,0,0,0,0,True,5320,1,6,330,1,1827,0
1,0,1,32,0,0,1301,0,94,356,False,5320,2,6,330,1,1828,2
3,1,1,22,0,0,0,0,0,0,True,5322,1,2,1090,1,422,2
3,1,1,38,0,0,0,0,0,0,True,5323,1,2,1091,1,1829,1
2,0,2,21,0,751,5,0,1,0,True,5325,1,2,1023,2,322,0
3,1,1,28,0,0,0,0,0,0,True,5326,1,2,1092,1,1789,5
1,0,1,38,0,0,0,0,0,0,False,5327,1,1,183,1,1830,2
2,0,1,20,0,0,0,708,101,0,True,5330,1,2,1094,1,813,1
2,0,1,23,0,0,1,292,0,340,False,5331,1,2,1095,1,366,3
2,0,1,48,0,456,0,39,0,5,True,5333,1,4,862,1,1831,1
2,1,3,15,0,0,0,0,0,0,True,5334,1,4,867,2,226,1
2,0,1,30,0,0,674,39,0,10,True,5334,2,4,867,2,226,1
3,0,1,40,0,286,0,2299,12,0,True,5337,1,2,1024,2,1731,2
2,0,1,36,0,0,0,33,677,0,False,5340,1,4,868,2,1554,0
2,1,1,20,0,0,0,0,0,0,True,5341,1,4,869,2,1496,3
3,0,1,17,0,13,0,565,367,1,False,5343,1,6,332,1,154,1
1,0,3,38,0,0,439,0,434,10074,False,5344,1,8,168,1,1832,3
1,1,3,38,0,0,0,0,0,0,True,5344,2,8,168,1,1832,1
3,0,1,14,0,809,0,59,0,0,False,5345,1,7,167,1,1392,1
3,0,1,27,0,134,0,6,1450,0,False,5345,2,6,333,1,1392,2
2,0,1,21,0,37,0,31,696,63,True,5346,1,6,334,1,1636,4
1,0,1,18,0,0,3770,0,287,3491,False,5347,1,8,169,1,1833,0
3,0,1,26,0,164,0,853,0,39,True,5348,1,7,168,1,1407,3
1,0,1,35,0,25,866,0,3198,459,False,5350,1,8,170,1,862,2
3,0,3,46,0,1082,80,1177,0,323,False,5351,1,2,1026,2,274,0
1,1,3,13,0,0,0,0,0,0,True,5353,1,1,205,2,1834,2
1,0,1,39,0,43,9365,144,0,118,True,5353,2,1,205,2,1834,4
3,0,2,49,0,1690,0,85,0,0,False,5354,1,7,161,2,1835,2
3,0,1,28,0,0,0,0,0,0,False,5354,2,6,339,2,219,2
2,0,1,27,0,0,686,0,101,9,True,5355,1,2,1098,1,1836,2
2,1,1,21,0,0,0,0,0,0,True,5355,2,4,865,1,1836,1
2,0,1,29,0,0,32,0,4517,0,False,5356,1,6,340,2,777,5
2,0,1,27,0,0,45,225,14,519,False,5359,1,2,1099,1,858,3
3,1,1,38,0,0,0,0,0,0,True,5360,1,2,1100,1,1837,1
2,0,2,18,0,0,0,0,150,0,True,5361,1,2,1101,1,17,3
1,1,3,35,0,0,0,0,0,0,True,5362,1,6,336,1,1334,4
3,1,1,37,0,0,0,0,0,0,True,5363,1,2,1102,1,441,1
2,0,1,60,0,943,53,0,0,0,False,5365,1,6,337,1,1254,2
1,1,1,31,0,0,0,0,0,0,True,5366,1,6,338,1,1838,3
1,1,1,4,0,0,0,0,0,0,True,5367,1,8,209,2,1839,3
2,0,1,34,0,0,3195,0,102,1469,True,5367,2,8,209,2,1839,1
1,0,3,46,0,0,8221,0,1010,160,True,5367,3,8,209,2,1839,3
2,0,1,18,0,0,0,55,2288,1,False,5368,1,4,870,2,905,1
3,0,1,38,0,0,0,363,7,3,False,5372,1,6,342,2,1840,1
2,0,1,29,0,0,61,942,2,0,True,5374,1,2,1029,2,1664,2
1,1,1,13,0,0,0,0,0,0,True,5375,1,8,210,2,359,0
1,1,1,26,0,0,0,0,0,0,True,5375,2,8,210,2,359,4
1,0,1,30,0,0,95,0,1202,5558,False,5378,1,8,173,1,1429,4
2,0,1,42,0,0,0,8,3409,0,False,5379,1,2,1030,2,493,0
3,0,1,36,0,386,0,756,6,0,False,5380,1,2,1104,1,1049,0
2,0,3,23,0,253,0,1175,3,0,False,5383,1,2,1105,1,765,2
1,0,1,34,1,0,5210,0,1332,2,True,5384,1,3,65,2,1841,1
1,0,1,26,0,0,4894,0,62,85,True,5384,2,3,65,2,1841,1
3,0,1,31,0,2048,0,1040,136,0,False,5385,1,7,170,1,653,1
3,0,1,48,0,581,6,1,158,0,False,5387,1,7,171,1,1842,1
2,1,1,10,0,0,0,0,0,0,True,5388,1,4,871,2,299,0
3,0,1,27,0,2,0,1320,0,26,True,5389,1,2,1106,1,1270,2
3,0,1,32,0,2497,0,101,0,0,False,5389,2,2,1106,1,1270,3
2,1,1,24,0,0,0,0,0,0,True,5390,1,4,872,2,1241,1
2,1,2,20,0,0,0,0,0,0,True,5390,2,4,872,2,1241,2
2,0,1,48,0,83,110,0,690,8,True,5390,3,2,1032,2,1241,1
3,0,1,35,1,628,6,528,136,0,False,5392,1,6,343,2,1843,3
3,0,1,14,0,246,0,2153,0,0,True,5394,1,7,172,1,1489,1
3,0,1,28,0,4,0,2574,0,0,True,5395,1,7,173,1,460,4
3,0,1,27,0,743,378,8,0,0,False,5396,1,2,1109,1,1460,2
3,1,1,42,0,0,0,0,0,0,True,5397,1,7,162,2,1227,1
3,1,1,8,0,0,0,0,0,0,True,5397,2,7,162,2,1227,0
3,1,3,30,0,0,0,0,0,0,True,5397,3,7,162,2,1227,1
2,0,1,44,0,0,0,5,30,777,False,5401,1,4,869,1,247,2
3,0,1,40,0,1269,0,75,0,4,False,5402,1,2,1034,2,426,1
2,0,1,38,0,766,38,0,0,0,False,5404,1,2,1111,1,1248,0
2,0,2,22,0,2,46,0,483,67,False,5406,1,2,1035,2,1816,2
3,0,1,32,0,1781,0,654,580,0,False,5408,1,7,174,1,375,0
3,0,1,16,0,2116,0,350,0,901,False,5408,2,7,174,1,375,1
3,0,1,33,0,748,130,1047,458,0,False,5410,1,7,163,2,595,5
1,0,1,38,0,20,3960,153,280,1674,False,5411,1,1,206,2,947,2
2,0,1,23,0,0,806,0,2,0,True,5412,1,4,870,1,1427,3
2,0,1,16,0,3,595,0,9,321,True,5413,1,4,871,1,1844,1
2,0,2,16,0,481,0,166,0,122,False,5414,1,4,872,1,414,2
2,0,1,11,0,0,0,0,0,0,False,5414,2,4,872,1,414,2
2,0,1,22,0,0,824,0,0,411,False,5414,3,2,1112,1,414,3
2,0,1,43,0,0,0,0,0,1544,False,5414,4,2,1112,1,414,1
2,1,2,20,0,0,0,0,0,0,True,5414,5,4,872,1,414,5
2,0,1,22,0,0,747,8,0,314,False,5415,1,2,1113,1,476,1
3,0,1,0,0,0,0,0,0,0,True,5416,1,2,1114,1,1845,0
3,0,1,30,0,138,0,208,952,0,False,5416,2,6,340,1,1845,4
3,1,1,18,0,0,0,0,0,0,True,5416,3,2,1114,1,1845,0
3,0,3,0,0,0,0,0,0,0,True,5416,4,2,1114,1,1845,1
3,0,1,41,0,164,0,1115,1,18,False,5418,1,6,349,2,987,3
2,0,1,39,0,0,829,0,1,0,True,5420,1,2,1036,2,1846,3
2,0,1,37,0,389,0,1,3369,3,False,5421,1,4,873,2,264,3
1,1,3,26,0,0,0,0,0,0,True,5422,1,7,164,2,1847,3
3,0,1,49,0,552,0,7,0,183,False,5423,1,2,1116,1,1647,2
3,0,1,28,0,142,0,1878,62,0,True,5423,2,6,341,1,1647,1
3,0,2,13,0,358,65,599,676,0,False,5424,1,2,1117,1,51,0
2,0,1,64,0,469,700,2,1,0,False,5424,2,6,342,1,51,0
2,0,2,24,0,1,0,11,0,734,False,5425,1,2,1037,2,905,1
2,1,1,18,0,0,0,0,0,0,True,5427,1,2,1118,1,1848,4
3,0,1,18,0,3458,0,216,0,0,False,5427,2,2,1118,1,1357,4
3,0,1,25,0,948,0,1,170,0,False,5427,3,2,1118,1,1848,1
2,1,1,19,0,0,0,0,0,0,False,5430,1,4,873,1,126,2
2,0,3,33,0,2,0,0,0,720,True,5431,1,6,350,2,30,1
2,1,1,27,0,0,0,0,0,0,True,5434,1,4,874,1,137,1
3,0,1,50,0,846,0,280,280,0,False,5435,1,2,1121,1,1357,2
2,0,1,30,0,0,0,0,2,827,False,5436,1,4,427,2,699,2
3,0,1,44,0,1267,18,0,3,0,True,5437,1,2,1123,1,1580,0
2,1,2,52,0,0,0,0,0,0,False,5438,1,4,875,1,821,0
2,1,1,7,0,0,0,0,0,0,True,5440,1,4,875,2,917,2
2,0,3,30,0,0,59,18,639,0,False,5440,2,2,1041,2,917,2
2,0,1,27,0,1109,0,0,0,0,False,5440,3,2,1041,2,917,1
1,1,3,24,0,0,0,0,0,0,True,5441,1,1,207,2,1462,2
2,0,3,13,0,4,99,1,0,595,False,5443,1,2,1124,1,1367,0
2,0,1,61,0,0,53,813,3,0,False,5445,1,2,1125,1,701,5
2,1,1,32,0,0,0,0,0,0,True,5446,1,4,876,1,1268,3
3,1,3,17,0,0,0,0,0,0,True,5447,1,2,1126,1,1344,2
3,0,1,36,0,0,0,0,0,0,True,5447,2,2,1126,1,1849,3
2,1,2,16,0,0,0,0,0,0,True,5450,1,4,877,1,806,1
2,0,2,21,0,0,697,0,0,0,True,5451,1,2,1127,1,472,5
1,0,1,24,0,0,0,0,0,0,True,5452,1,8,212,2,1331,2
2,0,3,28,0,0,9,0,1114,5,False,5453,1,2,1044,2,803,2
3,0,1,27,0,848,1497,2,0,0,False,5454,1,6,343,1,1649,3
3,0,3,13,0,9920,0,180,130,571,False,5455,1,6,344,1,149,3
2,0,1,39,0,0,1,0,739,0,False,5457,1,2,1129,1,746,2
2,0,1,24,0,0,0,980,7,0,False,5458,1,6,351,2,1850,6
1,0,1,38,0,0,347,0,1545,2187,False,5459,1,8,213,2,1851,4
3,0,1,20,0,489,126,663,214,0,False,5462,1,2,1131,1,876,2
2,0,1,21,0,724,0,0,0,0,True,5463,1,2,1045,2,1852,1
3,0,1,27,0,1,1,2196,372,0,False,5465,1,2,1132,1,1484,2
2,0,1,49,0,226,11,2,1580,0,False,5465,2,2,1132,1,1484,1
3,1,1,6,0,0,0,0,0,0,True,5465,3,2,1132,1,1484,1
1,1,3,41,0,0,0,0,0,0,True,5466,1,1,185,1,1853,0
1,0,3,33,1,0,1473,1089,5700,1466,False,5466,2,1,185,1,1044,3
1,0,1,6,0,0,0,0,0,0,True,5466,3,1,185,1,1044,2
1,0,3,35,0,0,4618,0,324,12061,False,5466,4,1,185,1,1044,1
1,0,1,46,0,0,4524,0,243,7730,False,5466,5,1,185,1,1853,3
2,0,1,31,0,2703,21,0,0,1,False,5467,1,2,1046,2,1682,2
1,1,1,32,0,0,0,0,0,0,True,5468,1,1,208,2,955,2
1,1,3,31,0,0,0,0,0,0,True,5469,1,3,50,1,1037,4
2,1,1,20,0,0,0,0,0,0,False,5470,1,4,878,1,696,1
2,0,1,57,0,685,0,0,0,0,False,5471,1,4,877,2,972,2
2,0,2,37,0,0,0,559,11,0,True,5472,1,2,1047,2,1831,3
2,1,1,21,0,0,0,0,0,0,True,5474,1,4,427,2,1854,1
2,0,1,43,0,0,0,1,0,0,False,5475,1,2,1134,1,767,2
2,0,1,49,0,1020,0,2,2,0,True,5476,1,4,879,2,32,0
2,0,1,17,0,0,150,166,570,0,True,5477,1,4,880,2,1855,4
3,0,1,29,0,518,0,10,1245,0,False,5478,1,2,1048,2,1270,1
2,1,3,36,0,0,0,0,0,0,True,5479,1,4,881,2,1199,2
1,0,1,37,0,31,9307,0,904,11213,False,5480,1,4,427,2,57,5
2,0,2,17,0,2,0,0,0,681,False,5483,1,2,1135,1,455,1
3,1,3,45,0,0,0,0,0,0,True,5484,1,2,1050,2,1856,3
2,0,1,20,0,0,9,82,14,704,False,5485,1,4,880,1,391,0
3,1,1,24,0,0,0,0,0,0,True,5487,1,2,1136,1,513,0
1,1,1,28,0,0,0,0,0,0,True,5488,1,1,186,1,1857,0
1,0,1,15,0,0,22,6805,0,531,True,5488,2,1,186,1,1857,1
1,0,1,53,0,0,6634,0,5047,108,False,5488,3,1,186,1,1857,0
1,1,1,51,0,0,0,0,0,0,True,5488,4,1,186,1,1857,2
2,1,1,14,0,0,0,0,0,0,True,5489,1,4,881,1,993,1
2,1,1,1,0,0,0,0,0,0,False,5489,2,4,881,1,993,2
3,0,1,26,0,665,76,0,1478,0,False,5490,1,2,1137,1,122,3
2,0,1,20,0,0,0,499,285,103,False,5491,1,4,882,2,1161,2
2,0,1,23,0,0,551,59,720,14,False,5492,1,2,1052,2,594,0
2,0,1,22,0,658,0,0,161,3,True,5494,1,2,1053,2,806,1
2,1,3,22,0,0,0,0,0,0,True,5496,1,4,882,1,1858,5
1,1,1,13,0,0,0,0,0,0,True,5497,1,1,210,2,525,4
1,0,1,28,0,0,0,0,0,0,True,5497,2,1,210,2,525,2
2,1,1,40,0,0,0,0,0,0,True,5499,1,4,884,2,1367,4
3,0,3,21,0,4027,0,47,83,0,False,5500,1,7,175,1,640,2
2,0,1,35,0,702,104,5,76,0,True,5501,1,4,885,2,533,4
2,0,1,22,0,142,1307,0,0,0,False,5504,1,2,1140,1,1651,1
1,1,1,37,0,0,0,0,0,0,True,5506,1,7,166,2,1859,1
3,0,1,21,0,0,0,0,0,0,False,5507,1,6,356,2,1845,1
2,0,1,50,0,0,358,0,620,4,False,5508,1,4,427,2,384,2
2,0,1,27,0,0,0,800,0,0,True,5509,1,2,1055,2,1251,6
2,1,1,20,0,0,0,0,0,0,True,5510,1,4,887,2,618,1
2,1,1,15,0,0,0,0,0,0,True,5511,1,4,884,1,984,1
2,0,2,25,0,39,0,169,20,1403,False,5511,2,6,346,1,984,4
1,0,3,31,0,0,225,0,301,4090,False,5512,1,3,67,2,1587,0
1,0,3,27,0,0,8162,1044,699,46,True,5512,2,1,211,2,1587,2
2,1,1,18,0,0,0,0,0,0,True,5514,1,4,889,2,871,1
2,1,2,2,0,0,0,0,0,0,True,5514,2,4,889,2,871,1
2,0,1,27,0,0,6,0,814,107,True,5514,3,4,889,2,871,2
2,0,1,0,0,0,0,0,0,0,True,5514,4,4,889,2,871,2
2,0,1,22,0,758,0,46,0,0,False,5515,1,2,1141,1,1538,2
3,0,1,27,0,0,0,0,0,0,False,5517,1,6,357,2,927,1
2,0,1,56,0,0,4,778,0,0,True,5520,1,4,890,2,1220,3
2,0,1,28,0,0,0,0,676,124,False,5521,1,2,1058,2,1335,1
2,0,3,42,0,31,0,0,635,0,True,5522,1,6,358,2,858,2
2,0,1,20,0,0,0,0,703,0,True,5522,2,2,1059,2,858,2
2,0,1,27,0,508,585,9,0,0,True,5522,3,2,1059,2,858,3
2,0,2,29,0,0,0,20,0,402,False,5523,1,4,885,1,1025,1
2,0,3,36,0,85,0,545,15,0,True,5524,1,2,1060,2,1163,1
2,0,1,23,0,0,0,4,145,0,False,5526,1,2,1061,2,1640,0
2,1,1,64,0,0,0,0,0,0,True,5526,2,4,891,2,1640,2
2,0,1,19,0,1,1,0,0,1755,False,5527,1,4,886,1,1860,1
2,1,3,1,0,0,0,0,0,0,False,5527,2,4,886,1,1860,3
2,1,1,49,0,0,0,0,0,0,False,5527,3,4,886,1,905,2
2,1,3,0,0,0,0,0,0,0,True,5527,4,4,886,1,1860,4
2,0,1,18,0,0,288,35,0,435,False,5528,1,2,1143,1,306,4
1,0,3,39,0,5645,132,0,1,1814,False,5529,1,8,174,1,484,2
3,0,1,37,0,10,20,868,115,0,False,5530,1,6,347,1,86,4
3,1,1,44,0,0,0,0,0,0,True,5530,2,2,1144,1,86,1
3,0,2,43,0,817,0,617,0,0,False,5531,1,2,1145,1,1861,2
3,1,1,33,0,0,0,0,0,0,True,5531,2,2,1145,1,1861,1
2,0,1,20,0,41,222,0,43,601,True,5535,1,4,893,2,1187,0
2,0,1,0,0,0,0,0,0,0,True,5535,2,4,893,2,1187,3
2,0,3,4,0,0,0,0,0,0,True,5535,3,4,893,2,1187,4
3,1,1,20,0,0,0,0,0,0,True,5536,1,2,1062,2,1862,3
3,0,1,50,0,690,0,30,762,428,False,5537,1,2,1063,2,526,2
3,1,1,47,0,0,0,0,0,0,True,5538,1,2,1146,1,1318,0
3,1,1,17,0,0,0,0,0,0,True,5538,2,2,1146,1,1318,2
1,0,1,26,0,0,1583,0,232,8040,False,5539,1,1,187,1,1863,2
2,0,1,21,0,39,360,0,0,0,True,5540,1,6,360,2,411,1
3,1,1,20,0,0,0,0,0,0,True,5541,1,2,1147,1,373,0
1,1,1,26,0,0,0,0,0,0,True,5543,1,8,175,1,568,2
3,0,1,27,1,1565,0,0,0,145,False,5544,1,2,1149,1,333,1
2,0,2,34,0,0,0,693,3,77,True,5545,1,4,894,2,738,1
2,1,1,11,0,0,0,0,0,0,True,5545,2,4,894,2,738,1
2,1,1,0,0,0,0,0,0,0,True,5545,3,4,894,2,738,2
1,0,3,28,0,550,5203,0,2244,1624,False,5546,1,7,176,1,348,1
2,0,1,33,0,127,745,9,0,0,True,5550,1,4,895,2,293,1
2,1,1,22,0,0,0,0,0,0,True,5551,1,4,888,1,1193,6
3,0,1,28,0,0,0,0,0,0,False,5552,1,2,1150,1,1864,2
3,1,1,11,0,0,0,0,0,0,True,5552,2,2,1150,1,1864,4
3,0,1,60,0,51,10,754,1412,137,False,5552,3,2,1150,1,1864,3
2,0,1,43,0,1,0,213,7,701,True,5555,1,4,896,2,597,5
2,0,1,27,0,0,1,667,897,43,False,5556,1,6,361,2,1120,1
2,1,1,37,0,0,0,0,0,0,True,5557,1,4,890,1,1197,3
2,1,3,23,0,0,0,0,0,0,True,5559,1,4,897,2,905,1
3,0,1,57,0,1696,0,1006,0,27,False,5560,1,7,168,2,1314,0
1,1,1,29,0,0,0,0,0,0,True,5561,1,3,51,1,509,1
1,0,1,28,0,0,175,0,214,7461,False,5561,2,3,51,1,509,2
1,0,1,42,0,0,890,2929,352,4898,False,5561,3,3,51,1,509,1
1,0,1,43,0,7,494,2473,443,71,False,5561,4,3,51,1,509,3
1,1,1,26,0,0,0,0,0,0,True,5563,1,8,176,1,1319,3
1,0,3,72,0,2445,3023,0,704,20,False,5566,1,6,349,1,224,2
1,0,1,49,0,0,3991,298,289,2740,False,5568,1,1,188,1,525,0
1,1,3,29,1,0,0,0,0,0,True,5568,2,1,188,1,525,2
2,1,1,18,0,0,0,0,0,0,False,5569,1,4,891,1,1865,4
2,0,3,26,0,0,406,0,0,503,True,5571,1,4,900,2,295,2
3,1,3,19,0,0,0,0,0,0,True,5572,1,2,1153,1,717,1
2,0,3,18,0,749,0,74,0,0,False,5573,1,2,1154,1,699,1
2,0,3,14,0,714,237,0,587,1,False,5574,1,2,1155,1,176,1
3,0,1,44,0,583,0,222,0,1560,False,5575,1,2,1156,1,1183,0
3,1,1,34,0,0,0,0,0,0,True,5575,2,2,1156,1,1183,0
2,1,3,18,0,0,0,0,0,0,True,5578,1,4,892,1,390,2
2,1,2,36,0,0,0,0,0,0,True,5580,1,4,902,2,666,5
1,1,3,27,0,0,0,0,0,0,True,5581,1,1,212,2,479,1
2,0,1,35,0,753,335,1,348,0,False,5582,1,4,893,1,1322,5
1,0,1,52,0,5,3514,31,601,13,True,5583,1,7,170,2,454,3
2,0,2,22,0,688,5,80,0,0,False,5585,1,4,894,1,1542,0
2,0,1,34,0,245,0,542,0,19,True,5585,2,2,1158,1,1542,0
2,0,2,37,0,0,0,6,746,1,False,5586,1,4,895,1,1125,0
2,0,3,22,0,654,2,83,0,0,False,5587,1,2,1159,1,1614,1
2,0,1,26,0,0,786,0,11,83,True,5589,1,2,1160,1,923,2
2,0,3,14,0,590,9,0,0,192,False,5591,1,6,363,2,452,5
3,1,3,53,0,0,0,0,0,0,True,5592,1,2,1161,1,1866,1
2,0,1,17,0,0,823,0,1168,14,False,5594,1,2,1163,1,449,6
2,0,1,30,0,0,1,0,870,0,False,5595,1,2,1067,2,1867,0
1,0,1,65,0,0,722,302,103,2659,False,5596,1,7,179,1,192,3
2,0,1,19,0,0,0,500,2,208,True,5598,1,4,903,2,844,5
1,0,3,36,0,380,686,0,295,1247,False,5599,1,6,364,2,1868,3
2,1,1,3,0,0,0,0,0,0,True,5601,1,4,904,2,992,1
2,0,1,6,0,0,0,0,0,0,True,5601,2,4,904,2,992,1
2,0,3,4,0,0,0,0,0,0,True,5601,3,4,427,2,992,1
2,0,1,21,0,958,1668,82,0,78,True,5601,4,2,1069,2,992,2
2,1,3,8,0,0,0,0,0,0,True,5601,5,4,904,2,992,2
1,1,1,35,0,0,0,0,0,0,True,5602,1,1,190,1,1034,1
1,0,3,18,0,0,3268,0,436,342,True,5602,2,1,190,1,1034,2
2,0,1,34,0,170,1256,0,3926,7121,False,5603,1,6,365,2,1869,1
